Time, Aileron Cmd, Elevator Cmd, Rudder Cmd, Flap Cmd, Left Aileron Pos, Right Aileron Pos, Elevator Pos, Rudder Pos, Flap Pos, P, Q, R, Pdot, Qdot, Rdot, QBar, Vtotal, UBody, VBody, WBody, UAero, VAero, WAero, Vn, Ve, Vd, Drag, Side, Lift, L/D, Xforce, Yforce, Zforce, xGravity, yGravity, zGravity, xCoriolis, yCoriolis, zCoriolis, xCentrifugal, yCentrifugal, zCentrifugal, L, M, N, Altitude, Phi, Tht, Psi, Alpha, Beta, Latitude (Deg), Longitude (Deg), Distance AGL, Runway Radius, Pitch Trim Sum, Elevator Control, Roll Trim Sum, Left Aileron Control, Right Aileron Control, Rudder Command Sum, Rudder Control, Flaps Control, Gear Control, Speedbrake Control
10.8917, 0, 0, 0, 0, 0, -0, 0, 0, 0, -0.00506033 , -0.000846438 , 0.000116342, -0.203354 , 0.00843565 , 0.00361695, 0.000269386, 0.476083, 0.0147065 , 0.475849 , -0.00263484, 0.0147065 , 0.475849 , -0.00263484, -0.185696 , 0.199293 , -0.00223665, -0.34961 , -0.415774 , 0.200374, -0.573136, 2197.13 , 83429.7 , -154.552, 0 , 0 , 32.1148, 0 , -6.79742e-06 , 0, 0 , 0 , -0.110672, -745071 , 20124.1 , 21578, 9.00487, 0.000243646 , 0.00485331 , 0.784365, -0.177281, 1.53941, 47, 122, 9.00487, 2.09256e+07,  0.000000,  0.000000,  0.000000,  0.000000, -0.000000,  0.000000,  0.000000,  0.000000,  1.000000,  0.000000
10.9917, 0, 0, 0, 0, 0, -0, 0, 0, 0, 0.00337985 , 0.00221303 , 0.000492099, 0.18273 , -0.00518006 , 0.00520178, 8.59985e-05, 0.268993, -0.0198326 , -0.267671 , 0.0177851, -0.0198326 , -0.267671 , 0.0177851, 0.0452591 , -0.0809105 , 0.0191974, -0.0806727 , 0.0402456 , -0.023026, 0.285425, 2205.96 , -73110 , -518.033, 0 , 0 , 32.1148, 0 , -8.04519e-06 , 0, 0 , 0 , -0.11067, 669512 , -12359 , 31033.1, 9.00397, -0.000227953 , 0.00507382 , 0.784389, 2.41057, -1.4716, 47, 122, 9.00397, 2.09256e+07,  0.000000,  0.000000,  0.000000,  0.000000, -0.000000,  0.000000,  0.000000,  0.000000,  1.000000,  0.000000
11.0917, 0, 0, 0, 0, 0, -0, 0, 0, 0, -0.00196661 , 0.0012647 , 5.57787e-06, -0.203695 , -0.0295093 , -0.00564539, 1.1932e-05, 0.100197, -0.0182869 , 0.0982193 , 0.00761081, -0.0182869 , 0.0982193 , 0.00761081, 0.0567792 , -0.0751307 , 0.0081588, -0.0856484 , 0.0459255 , -0.0229531, 0.267993, -2195.72 , 78468.8 , -207.74, 0 , 0 , 32.1148, 0 , 2.25069e-05 , 0, 0 , 0 , -0.110644, -746320 , -70395 , -33684.9, 9.00272, 0.00028709 , 0.00525102 , 0.784424, 2.74721, 1.3718, 47, 122, 9.00272, 2.09256e+07,  0.000000,  0.000000,  0.000000,  0.000000, -0.000000,  0.000000,  0.000000,  0.000000,  1.000000,  0.000000
11.1917, 0, 0, 0, 0, 0, -0, 0, 0, 0, 0.000195223 , 0.00146167 , 5.53737e-05, 0.223781 , -0.0477855 , 0.00843987, 1.08381e-05, 0.0954934, -0.0207523 , 0.0929688 , 0.00671737, -0.0207523 , 0.0929688 , 0.00671737, -0.220826 , 0.199495 , 0.00610931, -0.8803 , -0.489827 , -0.227602, 0.258551, -2189.32 , -83681.7 , 252.364, 0 , 0 , 32.1148, 0 , -3.76787e-05 , 0, 0 , 0 , -0.1107, 819912 , -113993 , 50363.8, 9.00211, -0.000253228 , 0.00539886 , 0.784411, 2.82854, 1.34034, 47, 122, 9.00211, 2.09256e+07,  0.000000,  0.000000,  0.000000,  0.000000, -0.000000,  0.000000,  0.000000,  0.000000,  1.000000,  0.000000
11.2917, 0, 0, 0, 0, 0, -0, 0, 0, 0, 0.00174126 , 0.0010532 , 5.26245e-05, -0.22607 , -0.0562965 , -0.00833813, 0.000122438, 0.320963, -0.0199006 , -0.320304 , 0.00512888, -0.0199006 , -0.320304 , 0.00512888, 0.356384 , -0.377639 , 0.00463538, -2.70237 , 1.51657 , -0.692681, 0.256324, -2191.28 , 81434.5 , 177.297, 0 , 0 , 32.1148, 0 , 5.05101e-05 , 0, 0 , 0 , -0.110617, -828300 , -134298 , -49759.8, 9.00162, 0.000272081 , 0.00553091 , 0.784431, 2.88936, -1.50672, 47, 122, 9.00162, 2.09256e+07,  0.000000,  0.000000,  0.000000,  0.000000, -0.000000,  0.000000,  0.000000,  0.000000,  1.000000,  0.000000
11.3917, 0, 0, 0, 0, 0, -0, 0, 0, 0, -0.00368891 , 0.00236722 , -9.21099e-05, 0.188127 , -0.0341227 , 0.00995401, 0.000301432, 0.503605, -0.00827024 , 0.503522 , 0.00393966, -0.00827024 , 0.503522 , 0.00393966, -0.468917 , 0.465688 , 0.00178909, -4.41181 , -2.49495 , -1.12196, 0.254309, -2182.37 , -64470.2 , 831.485, 0 , 0 , 32.1148, 0 , -5.85116e-05 , 0, 0 , 0 , -0.11072, 689279 , -81402.5 , 59412.3, 9.00126, -0.000208697 , 0.00564738 , 0.784413, 2.69703, 1.55261, 47, 122, 9.00126, 2.09256e+07,  0.000000,  0.000000,  0.000000,  0.000000, -0.000000,  0.000000,  0.000000,  0.000000,  1.000000,  0.000000
11.4917, 0, 0, 0, 0, 0, -0, 0, 0, 0, 0.00506368 , 0.00359038 , 0.000253134, -0.151828 , 0.337496 , -0.0102419, 0.000522397, 0.662973, -0.00184795 , -0.66297 , 0.00118054, -0.00184795 , -0.66297 , 0.00118054, 0.550759 , -0.554913 , 0.00152467, -6.17828 , 3.49589 , -1.57027, 0.25416, 142.125 , 48703 , -195.755, 0 , 0 , 32.1148, 0 , 6.40884e-05 , 0, 0 , 0 , -0.110605, -556285 , 805099 , -61118.8, 9.00083, 0.000187038 , 0.0057622 , 0.784437, 2.57311, -1.56749, 47, 122, 9.00083, 2.09256e+07,  0.000000,  0.000000,  0.000000,  0.000000, -0.000000,  0.000000,  0.000000,  0.000000,  1.000000,  0.000000
11.5917, 0, 0, 0, 0, 0, -0, 0, 0, 0, -0.00626981 , 0.000300903 , -0.00037544, 0.112655 , 0.00525939 , 0.00368732, 0.000675106, 0.753671, -0.00616413 , 0.753644 , 0.00176821, -0.00616413 , 0.753644 , 0.00176821, -0.596353 , 0.581211 , 0.00303751, -6.98425 , -3.93849 , -1.7814, 0.255059, 2204.09 , -32373.7 , -534.978, 0 , 0 , 32.1148, 0 , -6.56462e-05 , 0, 0 , 0 , -0.110725, 412759 , 12539.6 , 22004.2, 9.0003, -0.000125572 , 0.00591627 , 0.784415, 2.86224, 1.56229, 47, 122, 9.0003, 2.09256e+07,  0.000000,  0.000000,  0.000000,  0.000000, -0.000000,  0.000000,  0.000000,  0.000000,  1.000000,  0.000000
11.6917, 0, 0, 0, 0, 0, -0, 0, 0, 0, 0.00676073 , 0.0015637 , 0.000915587, -0.0785917 , -0.00539498 , -0.00401622, 0.000775131, 0.807576, -0.0207477 , -0.807224 , 0.0117714, -0.0207477 , -0.807224 , 0.0117714, 0.584548 , -0.622559 , 0.0145058, -7.29776 , 4.08827 , -1.87397, 0.256787, 2219.5 , 18993.7 , -1080.49, 0 , 0 , 32.1148, 0 , 6.32592e-05 , 0, 0 , 0 , -0.110603, -287948 , -12886 , -23979.6, 8.99897, 7.80526e-05 , 0.00627929 , 0.784456, 2.62552, -1.54125, 47, 122, 8.99897, 2.09256e+07,  0.000000,  0.000000,  0.000000,  0.000000, -0.000000,  0.000000,  0.000000,  0.000000,  1.000000,  0.000000
11.7917, 0, 0, 0, 0, 0, -0, 0, 0, 0, -0.00628876 , -0.00323018 , -8.20121e-05, 0.069939 , -0.380207 , 0.0025715, 0.000618796, 0.721556, 0.0074962 , 0.721512 , -0.00263924, 0.0074962 , 0.721512 , -0.00263924, -0.536975 , 0.540913 , -0.00140253, -3.56515 , -3.32277 , 1.56866, -0.439998, 2211 , -16665.6 , -526.88, 0 , 0 , 32.1148, 0 , -5.68585e-05 , 0, 0 , 0 , -0.110718, 256250 , -906992 , 15343.3, 8.9986, -4.69817e-05 , 0.00636259 , 0.784488, -0.338525, 1.55978, 47, 122, 8.9986, 2.09256e+07,  0.000000,  0.000000,  0.000000,  0.000000, -0.000000,  0.000000,  0.000000,  0.000000,  1.000000,  0.000000
11.8917, 0, 0, 0, 0, 0, -0, 0, 0, 0, 0.00651454 , -0.0034585 , -3.93655e-05, -0.0713443 , -0.00120661 , -0.000642998, 0.000774025, 0.806999, 0.0372786 , -0.805766 , -0.0244948, 0.0372786 , -0.805766 , -0.0244948, 0.619918 , -0.57606 , -0.0257519, -4.55076 , 3.98225 , 1.93555, -0.425325, 2187.22 , 16345.7 , 398.278, 0 , 0 , 32.1148, 0 , 6.24802e-05 , 0, 0 , 0 , -0.110609, -261399 , -2877.84 , -3805.36, 9.00059, 0.00011186 , 0.00597833 , 0.784482, -0.581332, -1.51549, 47, 122, 9.00059, 2.09256e+07,  0.000000,  0.000000,  0.000000,  0.000000, -0.000000,  0.000000,  0.000000,  0.000000,  1.000000,  0.000000
11.9917, 0, 0, 0, 0, 0, -0, 0, 0, 0, -0.0061678 , -0.00245672 , 4.0075e-06, 0.0724745 , -0.00102138 , 0.000430104, 0.000544403, 0.676794, 0.0283316 , 0.676049 , -0.0143233, 0.0283316 , 0.676049 , -0.0143233, -0.492498 , 0.525836 , -0.0157293, -3.15126 , -2.90342 , 1.40225, -0.444982, 2183.26 , -18047 , 517.498, 0 , 0 , 32.1148, 0 , -5.39129e-05 , 0, 0 , 0 , -0.110717, 265540 , -2436.51 , 2545.19, 9.00264, -1.80825e-05 , 0.00566079 , 0.784482, -0.468085, 1.52387, 47, 122, 9.00264, 2.09256e+07,  0.000000,  0.000000,  0.000000,  0.000000, -0.000000,  0.000000,  0.000000,  0.000000,  1.000000,  0.000000
12.0917, 0, 0, 0, 0, 0, -0, 0, 0, 0, 0.00641081 , -0.000339615 , 1.32604e-05, -0.0726885 , 0.0623241 , 0.00220686, 0.000824676, 0.832986, 0.00364914 , -0.832965 , -0.00457622, 0.00364914 , -0.832965 , -0.00457622, 0.622029 , -0.613854 , -0.0064063, -5.21115 , 4.3487 , 2.06239, -0.395765, -1216.22 , 16771.6 , 684.368, 0 , 0 , 32.1148, 0 , 6.50573e-05 , 0, 0 , 0 , -0.110605, -266324 , 148675 , 13175.8, 9.0037, 0.000141751 , 0.00545367 , 0.78448, -0.897635, -1.56377, 47, 122, 9.0037, 2.09256e+07,  0.000000,  0.000000,  0.000000,  0.000000, -0.000000,  0.000000,  0.000000,  0.000000,  1.000000,  0.000000
12.1917, 0, 0, 0, 0, 0, -0, 0, 0, 0, -0.00889051 , 0.00105527 , -0.000491446, 0.00307783 , -0.0150162 , 0.00386345, 0.00110384, 0.963715, -0.0152188 , 0.963506 , 0.0131004, -0.0152188 , 0.963506 , 0.0131004, -0.66998 , 0.648934 , 0.0141942, -8.74033 , -4.91565 , -2.23542, 0.255759, 257.363 , 12664.5 , -422.169, 0 , 0 , 32.1148, 0 , -6.3529e-05 , 0, 0 , 0 , -0.110724, 11274.7 , -35832.3 , 23066.2, 9.00267, -2.74132e-05 , 0.00563484 , 0.784449, 2.43086, 1.54996, 47, 122, 9.00267, 2.09256e+07,  0.000000,  0.000000,  0.000000,  0.000000, -0.000000,  0.000000,  0.000000,  0.000000,  1.000000,  0.000000
12.2917, 0, 0, 0, 0, 0, -0, 0, 0, 0, 0.00729778 , 0.00103781 , 0.000166129, 0.0591869 , 0.240519 , 0.000599209, 0.000707349, 0.771459, 0.00240619 , -0.771454 , 0.00150527, 0.00240619 , -0.771454 , 0.00150527, 0.487193 , -0.492356 , 0.00401818, -4.84379 , 2.73774 , -1.23252, 0.254453, 2217.55 , -32290.1 , -969.138, 0 , 0 , 32.1148, 0 , 4.18699e-05 , 0, 0 , 0 , -0.110626, 216855 , 573760 , 3583.82, 9.00177, -0.000188615 , 0.00570194 , 0.784433, 0.559016, -1.56712, 47, 122, 9.00177, 2.09256e+07,  0.000000,  0.000000,  0.000000,  0.000000, -0.000000,  0.000000,  0.000000,  0.000000,  1.000000,  0.000000
12.3917, 0, 0, 0, 0, 0, -0, 0, 0, 0, -0.00730023 , 0.00125745 , -0.000305746, -0.0870875 , 0.113881 , -0.00318718, 0.000825, 0.833149, 0.000142025 , 0.833146 , 0.00253362, 0.000142025 , 0.833146 , 0.00253362, -0.515276 , 0.508908 , 0.00300695, -5.29309 , -2.99052 , -1.34739, 0.254557, 2196.49 , 44639.5 , -189.628, 0 , 0 , 32.1148, 0 , -4.23969e-05 , 0, 0 , 0 , -0.110704, -319081 , 271661 , -19015, 9.00145, -2.6943e-05 , 0.00576846 , 0.784434, 1.5148, 1.56775, 47, 122, 9.00145, 2.09256e+07,  0.000000,  0.000000,  0.000000,  0.000000, -0.000000,  0.000000,  0.000000,  0.000000,  1.000000,  0.000000
12.4917, 0, 0, 0, 0, 0, -0, 0, 0, 0, 0.00753398 , 4.14104e-05 , 0.000393816, 0.188907 , -0.112004 , 0.0107843, 0.00060008, 0.71056, -0.0127539 , -0.710428 , 0.00496413, -0.0127539 , -0.710428 , 0.00496413, 0.355967 , -0.367067 , 0.00609918, -2.63006 , 1.48116 , -0.671733, 0.255406, -2198.83 , -81604.3 , -392.943, 0 , 0 , 32.1148, 0 , 2.41053e-05 , 0, 0 , 0 , -0.110643, 692142 , -267191 , 64341.1, 9.00039, -0.000258127 , 0.00598376 , 0.784425, 2.77041, -1.55153, 47, 122, 9.00039, 2.09256e+07,  0.000000,  0.000000,  0.000000,  0.000000, -0.000000,  0.000000,  0.000000,  0.000000,  1.000000,  0.000000
12.5917, 0, 0, 0, 0, 0, -0, 0, 0, 0, -0.00371578 , -0.000237533 , -0.000193972, -0.177501 , -0.078132 , -0.0089656, 0.000123515, 0.322371, -0.00903089 , 0.322241 , 0.00138357, -0.00903089 , 0.322241 , 0.00138357, -0.107304 , 0.102337 , 0.00235093, -0.219063 , -0.12372 , -0.0564968, 0.257902, -2197.89 , 71298.4 , -370.852, 0 , 0 , 32.1148, 0 , 2.94318e-06 , 0, 0 , 0 , -0.110663, -650349 , -186386 , -53495.6, 8.99988, 0.00026969 , 0.0060986 , 0.784451, 2.98957, 1.54245, 47, 122, 8.99988, 2.09256e+07,  0.000000,  0.000000,  0.000000,  0.000000, -0.000000,  0.000000,  0.000000,  0.000000,  1.000000,  0.000000
12.6917, 0, 0, 0, 0, 0, -0, 0, 0, 0, 0.00149394 , -0.00485397 , -0.000519018, 0.20485 , 0.020816 , -0.00123909, 4.3998e-06, 0.0608432, 0.0508488 , -0.0107179 , -0.0316452, 0.0508488 , -0.0107179 , -0.0316452, -0.0913679 , 0.163155 , -0.0321121, -0.179557 , -0.164154 , 0.0972058, -0.541363, 33.7336 , -78160.6 , 51.5152, 0 , 0 , 32.1148, 0 , -2.86552e-05 , 0, 0 , 0 , -0.110695, 750562 , 49656.8 , -7394.9, 9.00151, -0.00029207 , 0.00569543 , 0.784416, -0.556684, -0.177081, 47, 122, 9.00151, 2.09256e+07,  0.000000,  0.000000,  0.000000,  0.000000, -0.000000,  0.000000,  0.000000,  0.000000,  1.000000,  0.000000
12.7917, 0, 0, 0, 0, 0, -0, 0, 0, 0, -1.39215e-05 , -0.00259232 , -0.000201451, -0.225613 , 0.0150823 , 0.00861858, 6.63637e-06, 0.0747242, 0.0274918 , -0.0678279 , -0.0150757, 0.0274918 , -0.0678279 , -0.0150757, 0.212921 , -0.173909 , -0.0168206, -0.421927 , 0.40207 , 0.204848, -0.485505, -190.149 , 84276.3 , 628.504, 0 , 0 , 32.1148, 0 , 3.54246e-05 , 0, 0 , 0 , -0.110634, -826623 , 35980.3 , 51432.7, 9.00403, 0.000229224 , 0.00531457 , 0.784369, -0.501591, -1.13779, 47, 122, 9.00403, 2.09256e+07,  0.000000,  0.000000,  0.000000,  0.000000, -0.000000,  0.000000,  0.000000,  0.000000,  1.000000,  0.000000
12.8917, 0, 0, 0, 0, 0, -0, 0, 0, 0, -0.00125211 , 0.00335416 , 0.000145425, 0.222955 , -0.0757585 , 0.0136136, 0.000106098, 0.298778, -0.0123895 , 0.298412 , 0.00808783, -0.0123895 , 0.298412 , 0.00808783, -0.355574 , 0.346216 , 0.00116641, -2.48226 , -1.39862 , -0.632715, 0.254895, -2152.44 , -81057.2 , 2797.42, 0 , 0 , 32.1148, 0 , -4.98945e-05 , 0, 0 , 0 , -0.110711, 816890 , -180723 , 81246.9, 9.00486, -0.000264733 , 0.00519954 , 0.784364, 2.56326, 1.52126, 47, 122, 9.00486, 2.09256e+07,  0.000000,  0.000000,  0.000000,  0.000000, -0.000000,  0.000000,  0.000000,  0.000000,  1.000000,  0.000000
12.9917, 0, 0, 0, 0, 0, -0, 0, 0, 0, 0.00356145 , 0.00160354 , 0.000261958, -0.196611 , 0.0415317 , -0.00541131, 0.000263433, 0.470794, -0.00792982 , -0.470528 , 0.0137015, -0.00792982 , -0.470528 , 0.0137015, 0.43966 , -0.459272 , 0.0149237, -4.0507 , 2.27175 , -1.039, 0.256498, 2206.07 , 67659.1 , -533.839, 0 , 0 , 32.1148, 0 , 5.71864e-05 , 0, 0 , 0 , -0.110611, -720365 , 99071.1 , -32297.1, 9.00325, 0.000239677 , 0.00540691 , 0.7844, 2.09545, -1.53716, 47, 122, 9.00325, 2.09256e+07,  0.000000,  0.000000,  0.000000,  0.000000, -0.000000,  0.000000,  0.000000,  0.000000,  1.000000,  0.000000
13.0917, 0, 0, 0, 0, 0, -0, 0, 0, 0, -0.00521094 , 0.00249872 , -9.40008e-05, 0.152051 , 0.147211 , 0.00712455, 0.000583177, 0.700481, -0.0072499 , 0.700412 , 0.00661507, -0.0072499 , 0.700412 , 0.00661507, -0.581943 , 0.576586 , 0.00679346, -6.76896 , -3.82215 , -1.72412, 0.25471, -1065.86 , -48672.7 , -120.324, 0 , 0 , 32.1148, 0 , -6.71046e-05 , 0, 0 , 0 , -0.110727, 557102 , 351173 , 42522, 9.00218, -0.000172011 , 0.00553853 , 0.784394, 2.40195, 1.55679, 47, 122, 9.00218, 2.09256e+07,  0.000000,  0.000000,  0.000000,  0.000000, -0.000000,  0.000000,  0.000000,  0.000000,  1.000000,  0.000000
13.1917, 0, 0, 0, 0, 0, -0, 0, 0, 0, 0.00648366 , 0.00510832 , 0.000260042, -0.104364 , 0.0252121 , -0.00666201, 0.000683135, 0.758139, -0.00631989 , -0.758086 , 0.00633445, -0.00631989 , -0.758086 , 0.00633445, 0.584438 , -0.587052 , 0.0010191, -6.93945 , 3.92865 , -1.76277, 0.254021, -2163.75 , 28798.6 , 2134.28, 0 , 0 , 32.1148, 0 , 6.42662e-05 , 0, 0 , 0 , -0.110605, -382375 , 60138.7 , -39797.6, 9.00163, 0.000135796 , 0.0056623 , 0.784414, 2.35504, -1.55899, 47, 122, 9.00163, 2.09256e+07,  0.000000,  0.000000,  0.000000,  0.000000, -0.000000,  0.000000,  0.000000,  0.000000,  1.000000,  0.000000
13.2917, 0, 0, 0, 0, 0, -0, 0, 0, 0, -0.00725121 , 0.000197433 , -0.000403456, 0.0601854 , -0.00966064 , 0.00152798, 0.000899594, 0.87, -0.00811051 , 0.869954 , 0.00380249, -0.00811051 , 0.869954 , 0.00380249, -0.643807 , 0.626035 , 0.00546195, -8.11731 , -4.57476 , -2.07165, 0.255213, 2207.41 , -11451.3 , -665.822, 0 , 0 , 32.1148, 0 , -6.62325e-05 , 0, 0 , 0 , -0.110726, 220514 , -23053.1 , 9120.05, 9.00065, -4.93417e-05 , 0.00584632 , 0.784397, 2.70319, 1.5605, 47, 122, 9.00065, 2.09256e+07,  0.000000,  0.000000,  0.000000,  0.000000, -0.000000,  0.000000,  0.000000,  0.000000,  1.000000,  0.000000
13.3917, 0, 0, 0, 0, 0, -0, 0, 0, 0, 0.00783268 , 0.000507249 , 0.000404062, -0.0083508 , -0.0821423 , -0.00407475, 0.000896925, 0.868708, -0.0124684 , -0.868604 , 0.00499735, -0.0124684 , -0.868604 , 0.00499735, 0.58909 , -0.608184 , 0.00507026, -7.21667 , 4.06729 , -1.84174, 0.255206, 89.4731 , -9010.81 , -7.50142, 0 , 0 , 32.1148, 0 , 5.7916e-05 , 0, 0 , 0 , -0.110611, -30594.7 , -195960 , -24325.7, 9.00018, 2.52067e-05 , 0.00599281 , 0.784401, 2.7604, -1.55533, 47, 122, 9.00018, 2.09256e+07,  0.000000,  0.000000,  0.000000,  0.000000, -0.000000,  0.000000,  0.000000,  0.000000,  1.000000,  0.000000
13.4917, 0, 0, 0, 0, 0, -0, 0, 0, 0, -0.00780544 , 0.00100556 , -0.000571603, -0.0436246 , -0.0328244 , 0.000925057, 0.000881755, 0.861331, -0.00863203 , 0.861277 , 0.00426113, -0.00863203 , 0.861277 , 0.00426113, -0.566492 , 0.555189 , 0.00502845, -6.34023 , -3.57716 , -1.61627, 0.254923, 77.3907 , 27919.1 , -264.024, 0 , 0 , 32.1148, 0 , -5.04318e-05 , 0, 0 , 0 , -0.110712, -159839 , -78313.3 , 5531.89, 8.9995, 8.65792e-05 , 0.00616637 , 0.784392, 2.68305, 1.55962, 47, 122, 8.9995, 2.09256e+07,  0.000000,  0.000000,  0.000000,  0.000000, -0.000000,  0.000000,  0.000000,  0.000000,  1.000000,  0.000000
13.5917, 0, 0, 0, 0, 0, -0, 0, 0, 0, 0.00790708 , -0.00319158 , -8.22893e-05, 0.123816 , -0.0111163 , 4.67265e-05, 0.000850165, 0.845761, 0.0365638 , -0.844763 , -0.0186936, 0.0365638 , -0.844763 , -0.0186936, 0.517442 , -0.474533 , -0.0175247, -2.80028 , 2.73557 , 1.33186, -0.475616, 2210.08 , -58743.4 , -533.102, 0 , 0 , 32.1148, 0 , 3.78634e-05 , 0, 0 , 0 , -0.110632, 453653 , -26516.9 , 306.05, 8.99992, -7.96889e-05 , 0.00604078 , 0.784366, -0.472616, -1.52222, 47, 122, 8.99992, 2.09256e+07,  0.000000,  0.000000,  0.000000,  0.000000, -0.000000,  0.000000,  0.000000,  0.000000,  1.000000,  0.000000
13.6917, 0, 0, 0, 0, 0, -0, 0, 0, 0, -0.00569988 , -0.00265932 , -1.31907e-05, -0.188629 , -0.0145915 , -0.000296231, 0.000296287, 0.499289, 0.0275359 , 0.498279 , -0.0158132, 0.0275359 , 0.498279 , -0.0158132, -0.193707 , 0.240518 , -0.0165117, -0.503548 , -0.50664 , 0.258262, -0.512886, -2188.56 , 78346.7 , 246.624, 0 , 0 , 32.1148, 0 , -1.01581e-05 , 0, 0 , 0 , -0.110677, -691121 , -34808.3 , -1780.97, 9.00183, 0.000300473 , 0.00575375 , 0.784363, -0.52129, 1.50716, 47, 122, 9.00183, 2.09256e+07,  0.000000,  0.000000,  0.000000,  0.000000, -0.000000,  0.000000,  0.000000,  0.000000,  1.000000,  0.000000
13.7917, 0, 0, 0, 0, 0, -0, 0, 0, 0, 0.00179764 , -0.00181285 , 1.15513e-05, 0.19671 , 0.00681329 , 0.00267728, 5.74807e-06, 0.0695436, 0.0185686 , -0.0665051 , -0.00828201, 0.0185686 , -0.0665051 , -0.00828201, -0.0715334 , 0.0942631 , -0.00871353, -0.0741887 , -0.0728026 , 0.0380154, -0.512415, 1053.03 , -75295.8 , 125.157, 0 , 0 , 32.1148, 0 , -2.32865e-05 , 0, 0 , 0 , -0.110688, 720727 , 16253.3 , 15975.4, 9.00302, -0.000319809 , 0.00554489 , 0.78436, -0.419541, -1.2741, 47, 122, 9.00302, 2.09256e+07,  0.000000,  0.000000,  0.000000,  0.000000, -0.000000,  0.000000,  0.000000,  0.000000,  1.000000,  0.000000
13.8917, 0, 0, 0, 0, 0, -0, 0, 0, 0, 0.000618463 , 0.00153533 , -6.60577e-05, -0.22914 , -0.0368391 , -0.00961699, 3.84967e-05, 0.179973, -0.00335836 , -0.179929 , 0.00212748, -0.00335836 , -0.179929 , 0.00212748, 0.274181 , -0.272016 , -0.00152883, -0.944628 , 0.851618 , 0.402796, -0.426407, -2170.57 , 84526.8 , 1454.77, 0 , 0 , 32.1148, 0 , 4.31557e-05 , 0, 0 , 0 , -0.110625, -839550 , -87880.5 , -57389.6, 9.00356, 0.000246983 , 0.0054439 , 0.784362, 2.57691, -1.54871, 47, 122, 9.00356, 2.09256e+07,  0.000000,  0.000000,  0.000000,  0.000000, -0.000000,  0.000000,  0.000000,  0.000000,  1.000000,  0.000000
13.9917, 0, 0, 0, 0, 0, -0, 0, 0, 0, -0.000373568 , 0.00167486 , -0.000132936, 0.231799 , 0.058551 , 0.00777996, 1.64947e-05, 0.117806, -0.00569391 , 0.117411 , 0.00778587, -0.00569391 , 0.117411 , 0.00778587, -0.232128 , 0.232193 , 0.00767161, -1.08303 , -0.608944 , -0.277069, 0.255829, -2192.19 , -86421.4 , 22.9451, 0 , 0 , 32.1148, 0 , -3.71918e-05 , 0, 0 , 0 , -0.1107, 849289 , 139673 , 46425.7, 9.00278, -0.000182894 , 0.00553913 , 0.78434, 2.20223, 1.48883, 47, 122, 9.00278, 2.09256e+07,  0.000000,  0.000000,  0.000000,  0.000000, -0.000000,  0.000000,  0.000000,  0.000000,  1.000000,  0.000000
14.0917, 0, 0, 0, 0, 0, -0, 0, 0, 0, -5.80424e-05 , 0.00190195 , -6.53946e-05, -0.233197 , 0.0626559 , -0.00952637, 1.70276e-05, 0.119694, -0.00548573 , -0.119365 , 0.00697491, -0.00548573 , -0.119365 , 0.00697491, 0.234399 , -0.235025 , 0.00702437, -1.10763 , 0.623205 , -0.283165, 0.255649, -2193.18 , 87099.1 , -53.8413, 0 , 0 , 32.1148, 0 , 3.89011e-05 , 0, 0 , 0 , -0.110629, -854413 , 149467 , -56846.2, 9.0019, 0.000248803 , 0.00566489 , 0.784346, 2.23725, -1.49659, 47, 122, 9.0019, 2.09256e+07,  0.000000,  0.000000,  0.000000,  0.000000, -0.000000,  0.000000,  0.000000,  0.000000,  1.000000,  0.000000
14.1917, 0, 0, 0, 0, 0, -0, 0, 0, 0, -0.000477412 , 0.00124513 , -5.2304e-05, 0.236243 , 0.0796431 , 0.00853795, 2.34856e-05, 0.140571, 0.00137477 , 0.140527 , 0.0032623, 0.00137477 , 0.140527 , 0.0032623, -0.253067 , 0.247986 , 0.00395178, -1.26389 , -0.712348 , -0.322538, 0.255196, 2200.64 , -87590.8 , -306.445, 0 , 0 , 32.1148, 0 , -4.01657e-05 , 0, 0 , 0 , -0.110702, 865575 , 189990 , 50946.9, 9.00126, -0.000229679 , 0.00576724 , 0.784323, 1.17197, 1.54561, 47, 122, 9.00126, 2.09256e+07,  0.000000,  0.000000,  0.000000,  0.000000, -0.000000,  0.000000,  0.000000,  0.000000,  1.000000,  0.000000
14.2917, 0, 0, 0, 0, 0, -0, 0, 0, 0, 0.000237703 , 0.000622669 , -1.77889e-05, -0.23514 , 7.52958e-05 , -0.00943574, 2.13897e-05, 0.134152, -0.011536 , -0.133469 , 0.00704978, -0.011536 , -0.133469 , 0.00704978, 0.233542 , -0.257937 , 0.00889675, -1.20404 , 0.670136 , -0.311227, 0.258485, 2211.98 , 87717.2 , -745.32, 0 , 0 , 32.1148, 0 , 3.86152e-05 , 0, 0 , 0 , -0.110627, -861534 , 179.312 , -56303.8, 9.0007, 0.000207017 , 0.00591203 , 0.78434, 2.59304, -1.46985, 47, 122, 9.0007, 2.09256e+07,  0.000000,  0.000000,  0.000000,  0.000000, -0.000000,  0.000000,  0.000000,  0.000000,  1.000000,  0.000000
