Time, P, Q, R, Pdot, Qdot, Rdot, QBar, Vtotal, UBody, VBody, WBody, UAero, VAero, WAero, Vn, Ve, Vd, Drag, Side, Lift, L/D, Xforce, Yforce, Zforce, xGravity, yGravity, zGravity, xCoriolis, yCoriolis, zCoriolis, xCentrifugal, yCentrifugal, zCentrifugal, L, M, N, Ixx, Ixy, Ixz, Iyx, Iyy, Iyz, Izx, Izy, Izz, Mass, Xcg, Ycg, Zcg, Altitude, Phi, Tht, Psi, Alpha, Beta, Latitude (Deg), Longitude (Deg), Distance AGL, Runway Radius, NOSE_LG_WOW, NOSE_LG_stroke, NOSE_LG_strokeVel, NOSE_LG_CompressForce, NOSE_LG_WhlSideForce, NOSE_LG_WhlVelVecX, NOSE_LG_WhlVelVecY, NOSE_LG_WhlRollForce, NOSE_LG_BodyXForce, NOSE_LG_BodyYForce, NOSE_LG_WhlSlipDegrees, LEFT_MLG_WOW, LEFT_MLG_stroke, LEFT_MLG_strokeVel, LEFT_MLG_CompressForce, LEFT_MLG_WhlSideForce, LEFT_MLG_WhlVelVecX, LEFT_MLG_WhlVelVecY, LEFT_MLG_WhlRollForce, LEFT_MLG_BodyXForce, LEFT_MLG_BodyYForce, LEFT_MLG_WhlSlipDegrees, RIGHT_MLG_WOW, RIGHT_MLG_stroke, RIGHT_MLG_strokeVel, RIGHT_MLG_CompressForce, RIGHT_MLG_WhlSideForce, RIGHT_MLG_WhlVelVecX, RIGHT_MLG_WhlVelVecY, RIGHT_MLG_WhlRollForce, RIGHT_MLG_BodyXForce, RIGHT_MLG_BodyYForce, RIGHT_MLG_WhlSlipDegrees, TotalGearForce_X, TotalGearForce_Y, TotalGearForce_Z, TotalGearMoment_L, TotalGearMoment_M, TotalGearMoment_N
46.9917, -0.00846194 , 0.000106824 , -0.000270316, 0.034871 , 0.0128505 , -0.00571583, 0.000245331, 0.454397, -0.00351353 , 0.454383 , -0.000521776, -0.00351353 , 0.454383 , -0.000521776, -0.227339 , -0.394094 , -0.000330814, -2.46195 , -1.40715 , 0.610101, -0.247812, -3721.18 , -862.415 , -151.11, 0 , 0 , 32.4427, 0 , -1.09873e-05 , 0, -0.0550955 , 0 , -0.0513774, 459773 , 493139 , -317873, 1.3185e+07, 0, -0.0043575, 0, 3.83816e+07, 0, -0.0043575, 0, 5.56127e+07, 12370.3, 1325.5 , 0 , -60.2024, 18.806, 0.000196844 , -0.000389203 , 2.61615, -2.99417, 1.56298, 47, 122, 18.806, 2.09009e+07, 1, 0.30993, -0.000203671, -58032.57182, -0.298668, -0.513043, -14078.9, -1160.72, 8066.12, 11597.4, 6.06475, 1, 0.26733, 0.133324, -185683.3426, -0.308448, -0.538241, -34083.8, 3713.77, 13883.7, 31348.7, 4.58884, 1, 0.27556, -0.133772, -156907.4726, -0.315697, -0.534097, -25003.3, -3138.27, 15256.6, 20056.2, 3.98361, -4465.64, -1310.03, -400841, 459711, -118197, -317902
47.9917, 0.0103777 , 0.000149858 , -0.000555933, 0.130617 , -0.0160288 , -0.0433984, 0.000280591, 0.485955, -0.00467314 , -0.48593 , 0.00160698, -0.00467314 , -0.48593 , 0.00160698, 0.20548 , 0.354962 , 0.00179402, -1.85236 , 1.1424 , -0.437495, 0.236182, -7423.69 , -112496 , -81.0523, 0 , 0 , 32.4427, 0 , 7.60141e-06 , 0, -0.055159 , 0 , -0.0514367, 1.72219e+06 , -615134 , -2.41343e+06, 1.3185e+07, 0, -0.0043575, 0, 3.83816e+07, 0, -0.0043575, 0, 5.56127e+07, 12370.3, 1325.5 , 0 , -60.2024, 18.8061, -0.00032253 , -0.000487322 , 2.61605, 2.81038, -1.56063, 47, 122, 18.8061, 2.09009e+07, 1, 0.31835, -0.021963, -59510.70504, 0.325881, 0.568283, -28800, -1190.04, 15477.9, 24316.4, 12.1004, 1, 0.27603, -0.135682, -153864.3542, 0.305601, 0.516544, -4845.6, 3077.23, -231.013, 5735.48, 0.787332, 1, 0.26382, 0.147799, -187590.545, 0.291007, 0.52489, -1962.39, -3751.84, 4230.03, -184.663, 0.261523, -8210.85, -112680, -400772, 1.72225e+06, -165180, -2.41341e+06
48.9917, -0.0136375 , 0.000211662 , -0.000654442, -0.0268252 , 0.0012754 , 0.00137866, 0.000543781, 0.676506, 0.000846184 , 0.676505 , 0.000291377, 0.000846184 , 0.676505 , 0.000291377, -0.321652 , -0.552416 , 0.000384245, -2.3371 , -2.78037 , -1.97853, 0.846574, 347.741 , 55322.8 , 62.6134, 0 , 0 , 32.4427, 0 , -1.46223e-05 , 0, -0.0550821 , 0 , -0.0513649, -353692 , 48573 , 76602.9, 1.3185e+07, 0, -0.0043575, 0, 3.83816e+07, 0, -0.0043575, 0, 5.56127e+07, 12370.3, 1325.5 , 0 , -60.2024, 18.8061, 0.000210889 , -0.00039181 , 2.61527, 0.331625, 1.56947, 47, 122, 18.8061, 2.09009e+07, 1, 0.3102, -0.01643, -57548.86107, -0.428157, -0.72768, -2921.13, -1151, 2462.67, 1947.58, 1.26895, 1, 0.26637, 0.208142, -195718.7621, -0.451933, -0.78866, -10947.2, 3914.39, 2114.75, 11432, 1.39833, 1, 0.27621, -0.201199, -147296.7287, -0.469387, -0.778621, -5850.24, -2945.98, 5486.17, 3578.55, 0.992918, -402.219, 54853.4, -400627, -353843, -133310, 76542.4
49.9917, 0.0134842 , -1.19506e-06 , -0.000104548, 0.0281848 , -0.000724577 , 0.000931684, 0.000599222, 0.710155, -0.00617996 , -0.710128 , -0.000111468, -0.00617996 , -0.710128 , -0.000111468, 0.339805 , 0.578387 , -6.4573e-05, -5.34391 , 3.05469 , 1.32634, -0.248197, -4503.88 , -58362.7 , -79.5207, 0 , 0 , 32.4427, 0 , 1.53788e-05 , 0, -0.0551858 , 0 , -0.0514616, 371616 , -27747.3 , 51815.1, 1.3185e+07, 0, -0.0043575, 0, 3.83816e+07, 0, -0.0043575, 0, 5.56127e+07, 12370.3, 1325.5 , 0 , -60.2024, 18.8061, 7.90476e-06 , -0.000435988 , 2.6151, -3.12356, -1.56209, 47, 122, 18.8061, 2.09009e+07, 1, 0.31386, -0.000381911, -59367.75677, 0.47356, 0.808473, 2426.8, 1187.34, -2246.03, -1501.51, -1.02195, 1, 0.2723, -0.202067, -144669.1692, 0.469666, 0.798776, 6087.51, 2893.36, -5560.52, -3809.19, -1.05198, 1, 0.26917, 0.202259, -196711.0898, 0.467064, 0.800292, 7992.45, 3934.19, -7417.63, -4933.14, -1.01577, -5265.93, -58669.9, -400768, 371759, -59921.2, 51876.5
50.9917, -0.0135484 , -0.000291415 , 0.00159225, -0.026305 , -0.000508325 , 0.0138518, 0.000517361, 0.659867, 0.00463244 , 0.659842 , -0.00329448, 0.00463244 , 0.659842 , -0.00329448, -0.31649 , -0.534872 , -0.00332067, -2.824 , -2.61386 , 1.13849, -0.403149, -367.875 , 56956.2 , 97.359, 0 , 0 , 32.4427, 0 , -1.45474e-05 , 0, -0.0550841 , 0 , -0.0513668, -346839 , -18675.1 , 770430, 1.3185e+07, 0, -0.0043575, 0, 3.83816e+07, 0, -0.0043575, 0, 5.56127e+07, 12370.3, 1325.5 , 0 , -60.2024, 18.806, 6.08593e-05 , -0.000321824 , 2.61514, -0.618187, 1.56218, 47, 122, 18.806, 2.09009e+07, 1, 0.3041, 0.0209305, -58895.32295, -0.509069, -0.877328, 5723.44, 0, -2875.83, -4948.47, -2.42951, 1, 0.26989, 0.195895, -196307.0694, -0.450901, -0.729, -24829.1, -3926.2, 15870.3, 19494.4, 3.16198, 1, 0.27513, -0.210883, -145343.4277, -0.409018, -0.75337, 721.153, 2906.85, -2875.61, 837.087, -0.124044, -1087.69, 56547.6, -400593, -346995, -27027.1, 770386
51.9917, 0.00641136 , -3.70212e-05 , -0.000349807, 0.407884 , -0.000830913 , 0.000502542, 3.43678e-05, 0.170073, 0.00286803 , -0.170049 , 0.000149345, 0.00286803 , -0.170049 , 0.000149345, -0.0139787 , -0.0130292 , 0.000261384, -6.82663e-05 , 0 , -0.000316617, 4.63796, -3984.63 , -279569 , -182.268, 0 , 0 , 32.4427, 0 , -6.12027e-06 , 0, -0.0551126 , 0 , -0.0513934, 5.37795e+06 , -31846.5 , 27945.5, 1.3185e+07, 0, -0.0043575, 0, 3.83816e+07, 0, -0.0043575, 0, 5.56127e+07, 12370.3, 1325.5 , 0 , -60.2024, 18.8062, -0.00072023 , -0.000436086 , 2.61585, 0.0520255, -1.55391, 47, 122, 18.8062, 2.09009e+07, 1, 0.31367, 0.00285861, -59588.88147, 0.0628414, 0.117961, -46562.3, -1191.12, 24397.7, 39676.4, 21.2116, 1, 0.28194, -0.0461092, -165256.3251, 0.0500958, 0.0854465, -129185, 0, 64831.9, 111739, 19.5541, 1, 0.2592, 0.0458216, -176073.0147, 0.0408656, 0.090639, -134120, -3519.56, 70352.7, 114241, 22.524, -4748.92, -279613, -400873, 5.37795e+06, -31846.5, 27945.4
52.9917, -0.0143123 , -2.50704e-05 , 4.97317e-06, 0.106456 , 0.00241216 , -0.0264009, 0.000630102, 0.728224, 0.000355902 , 0.728224 , -0.000301835, 0.000355902 , 0.728224 , -0.000301835, -0.375124 , -0.645668 , -0.000390274, -3.91736 , -3.79375 , 1.64351, -0.419545, -550.027 , -27470.8 , 67.4878, 0 , 0 , 32.4427, 0 , -1.91289e-05 , 0, -0.0550668 , 0 , -0.0513507, 1.40362e+06 , 92727.6 , -1.46821e+06, 1.3185e+07, 0, -0.0043575, 0, 3.83816e+07, 0, -0.0043575, 0, 5.56127e+07, 12370.3, 1325.5 , 0 , -60.2024, 18.8062, -5.79404e-05 , -0.000399283 , 2.61624, -0.703381, 1.57016, 47, 122, 18.8062, 2.09009e+07, 1, 0.3106, 0.00342188, -58864.90687, -0.511896, -0.882565, -27549, 0, 13816.2, 23834, 11.7004, 1, 0.2701, 0.230873, -198957.4762, -0.511647, -0.882155, -51675, 0, 25915.8, 44706.6, 6.49332, 1, 0.2722, -0.232967, -142764.7112, -0.511654, -0.882122, -19198, 0, 9628.09, 16609.1, 3.36185, -1303.17, -27836.2, -400623, 1.40342e+06, -19512.2, -1.46829e+06
53.9917, -0.00755786 , -1.24701e-05 , 8.50981e-05, -0.376128 , 0.00583321 , 0.00126503, 0.000195781, 0.405924, -0.000197387 , 0.405924 , 0.0002018, -0.000197387 , 0.405924 , 0.0002018, -0.107877 , -0.197893 , 0.000368477, -0.599221 , -0.340007 , -0.132112, 0.220474, 8603.98 , 268115 , -136.071, 0 , 0 , 32.4427, 0 , -4.39276e-07 , 0, -0.0551308 , 0 , -0.0514103, -4.95925e+06 , 223902 , 70358.4, 1.3185e+07, 0, -0.0043575, 0, 3.83816e+07, 0, -0.0043575, 0, 5.56127e+07, 12370.3, 1325.5 , 0 , -60.2024, 18.8062, 0.000344646 , -0.000440272 , 2.6159, 2.34514, 1.5701, 47, 122, 18.8062, 2.09009e+07, 1, 0.314, 0.00552576, -59503.92146, -0.183647, -0.328975, 27076, 1189.88, -14616.3, -22823.1, -11.3776, 1, 0.26469, 0.0669777, -181838.9096, -0.180484, -0.321035, 82874.5, 3636.18, -44732.5, -69860, -11.3958, 1, 0.27633, -0.0680124, -159382.1398, -0.178366, -0.322356, 71548.9, 3187.12, -38660.8, -60288.9, -11.2247, 7838.19, 267621, -400826, -4.95927e+06, 230294, 70351.6
54.9917, -0.00119138 , -7.26401e-05 , 0.000224376, 0.490642 , 0.0082213 , 0.00198636, 6.72806e-05, 0.23796, 0.00141639 , 0.237954 , -0.000948906, 0.00141639 , 0.237954 , -0.000948906, -0.225661 , -0.387663 , -0.00132317, -1.85664 , -1.36755 , 0.593045, -0.319418, 1126.96 , -312630 , 92.7007, 0 , 0 , 32.4427, 0 , -1.66632e-05 , 0, -0.0550757 , 0 , -0.0513589, 6.46911e+06 , 315593 , 110486, 1.3185e+07, 0, -0.0043575, 0, 3.83816e+07, 0, -0.0043575, 0, 5.56127e+07, 12370.3, 1325.5 , 0 , -60.2024, 18.8062, -0.000695768 , -0.000417123 , 2.6159, -0.590271, 1.56363, 47, 122, 18.8062, 2.09009e+07, 1, 0.31202, 0.0104709, -59368.41308, -0.245368, -0.4244, -45728.8, 0, 22947.2, 39554.4, 21.9555, 1, 0.28083, 0.0770918, -179553.4562, -0.237194, -0.403498, -134543, -3589.23, 70619.9, 114576, 23.3529, 1, 0.26094, -0.0840406, -161575.2066, -0.231272, -0.406904, -121558, 3229.79, 58205.6, 106766, 23.1512, 369.856, -312709, -400598, 6.46908e+06, 86315.5, 110459
55.9917, 0.00815662 , 9.72405e-06 , 3.58021e-05, -0.279894 , 0.0065313 , -0.00029753, 0.000255044, 0.463305, 0.00774132 , -0.46324 , 0.000267307, 0.00774132 , -0.46324 , 0.000267307, 0.284603 , 0.494622 , 6.95496e-05, -1.80702 , 2.21238 , -0.738643, 0.408764, 8604.15 , 159449 , 107.642, 0 , 0 , 32.4427, 0 , 1.70605e-05 , 0, -0.0551905 , 0 , -0.051466, -3.6904e+06 , 250664 , -16558.3, 1.3185e+07, 0, -0.0043575, 0, 3.83816e+07, 0, -0.0043575, 0, 5.56127e+07, 12370.3, 1325.5 , 0 , -60.2024, 18.8063, 0.000220844 , -0.000401776 , 2.61605, 0.0345162, -1.55408, 47, 122, 18.8063, 2.09009e+07, 1, 0.31069, 0.0037527, -58730.01261, 0.361015, 0.626752, 32635.9, -1174.47, -15356.8, -28821, -13.894, 1, 0.26896, -0.160714, -153079.1587, 0.362262, 0.63009, 84872.9, -3061.23, -39930.9, -74955.4, -13.8625, 1, 0.27303, 0.159377, -188720.4925, 0.363322, 0.629539, 105552, -3773.97, -49688.8, -93201.8, -13.9843, 7850.36, 159052, -400581, -3.6903e+06, 159944, -16513.1
56.9917, -0.0126345 , 0.00015353 , 0.000234839, -0.280961 , -0.00411362 , -0.00271967, 0.000359287, 0.549896, -0.00271948 , 0.549889 , 0.000234009, -0.00271948 , 0.549889 , 0.000234009, -0.200064 , -0.348405 , 0.000577063, -1.92711 , -1.09558 , -0.41978, 0.217829, -1201.66 , 219894 , -312.854, 0 , 0 , 32.4427, 0 , -5.1096e-06 , 0, -0.0551145 , 0 , -0.0513952, -3.70447e+06 , -157775 , -151297, 1.3185e+07, 0, -0.0043575, 0, 3.83816e+07, 0, -0.0043575, 0, 5.56127e+07, 12370.3, 1325.5 , 0 , -60.2024, 18.806, 0.000331213 , -0.000402333 , 2.61558, 3.05575, 1.56583, 47, 122, 18.806, 2.09009e+07, 1, 0.31124, -0.0150338, -58077.75957, -0.333605, -0.572577, 19859.2, -1161.43, -8966.62, -17757.8, -8.54946, 1, 0.26493, 0.160586, -192576.5423, -0.324937, -0.550676, 66574.7, -3851.12, -30095.7, -59508.6, -8.64355, 1, 0.27766, -0.153529, -150326.995, -0.318938, -0.554307, 50143.9, 3006.18, -27776.3, -41855.9, -8.34012, -1952.11, 219387, -401004, -3.70455e+06, -139255, -151318
57.9917, 0.0136182 , 0.000121219 , -0.000114229, -0.177957 , 0.00252083 , -0.00044769, 0.000606607, 0.714518, -0.00225941 , -0.714514 , 0.000445879, -0.00225941 , -0.714514 , 0.000445879, 0.391601 , 0.658473 , -2.26328e-05, -7.00553 , 3.96948 , 1.72996, -0.246943, 8590.16 , 76541.1 , 525.629, 0 , 0 , 32.4427, 0 , 2.0757e-05 , 0, -0.0552031 , 0 , -0.0514777, -2.34636e+06 , 96824.1 , -24859.1, 1.3185e+07, 0, -0.0043575, 0, 3.83816e+07, 0, -0.0043575, 0, 5.56127e+07, 12370.3, 1325.5 , 0 , -60.2024, 18.8063, 0.000145082 , -0.000407011 , 2.61557, 2.94675, -1.56757, 47, 122, 18.8063, 2.09009e+07, 1, 0.31124, -0.00895522, -58212.14147, 0.524917, 0.892714, 21070.3, 1164.17, -11586, -17637.3, -9.04946, 1, 0.27061, -0.229464, -143438.0482, 0.520669, 0.882085, 51987.7, 2868.59, -28583.5, -43519.3, -9.06154, 1, 0.2712, 0.231374, -198637.8525, 0.517831, 0.883802, 71639, 3972.52, -39405, -59959.7, -9.01682, 7839.95, 76183.7, -400162, -2.34617e+06, 96583.7, -24779.2
58.9917, 0.0105498 , -0.000269511 , 2.02287e-05, -0.262921 , 0.00068704 , 0.000505153, 0.000543377, 0.676255, -0.000951796 , -0.676254 , -0.000894896, -0.000951796 , -0.676254 , -0.000894896, 0.383049 , 0.667706 , -0.0011508, -3.28406 , 4.02061 , 1.74653, -0.531822, -7418.96 , 138816 , -42.4788, 0 , 0 , 32.4427, 0 , 2.13656e-05 , 0, -0.0552082 , 0 , -0.0514825, -3.46662e+06 , 26361 , 28004.6, 1.3185e+07, 0, -0.0043575, 0, 3.83816e+07, 0, -0.0043575, 0, 5.56127e+07, 12370.3, 1325.5 , 0 , -60.2024, 18.8063, 0.000371432 , -0.000344434 , 2.6155, -2.387, -1.56886, 47, 122, 18.8063, 2.09009e+07, 1, 0.30569, 0.0219867, -59223.68743, 0.487748, 0.837751, 30119.4, 1184.24, -16148.9, -25451.8, -12.7167, 1, 0.26781, -0.199636, -146884.5068, 0.488394, 0.839608, 74420.1, 0, -37371, -64356.5, -12.6688, 1, 0.2759, 0.189171, -194638.9518, 0.489084, 0.839346, 99163.3, 3892.02, -53161.8, -83799.4, -12.7393, -8151.07, 138364, -400733, -3.46646e+06, -127260, 28086.5
59.9917, -0.0103535 , -7.60015e-05 , 7.36864e-05, 0.166732 , 0.000719715 , 0.0219102, 0.000474393, 0.631871, 0.00427743 , 0.631856 , -0.000834644, 0.00427743 , 0.631856 , -0.000834644, -0.346781 , -0.590548 , -0.000766541, -2.63158 , -3.18328 , 1.38236, -0.525297, 1498.12 , -78637.6 , -203.974, 0 , 0 , 32.4427, 0 , -1.85022e-05 , 0, -0.0550692 , 0 , -0.0513529, 2.19836e+06 , 27569.5 , 1.21851e+06, 1.3185e+07, 0, -0.0043575, 0, 3.83816e+07, 0, -0.0043575, 0, 5.56127e+07, 12370.3, 1325.5 , 0 , -60.2024, 18.8059, -0.000103257 , -0.000430914 , 2.6154, -0.192706, 1.5639, 47, 122, 18.8059, 2.09009e+07, 1, 0.31348, 0.00631541, -59660.43578, -0.44788, -0.767504, -11049.8, -1193.2, 6581.53, 8955.76, 4.63034, 1, 0.27102, 0.177384, -191498.6548, -0.445144, -0.760684, -79347.7, -3829.84, 43164, 66690.4, 10.3591, 1, 0.27086, -0.180971, -149669.1143, -0.4433, -0.761716, -56604, 0, 28429.2, 48946.8, 9.45523, 733.371, -78975.1, -400896, 2.19822e+06, 87488.7, 1.21844e+06
60.9917, 0.013345 , -0.000102871 , -0.000853574, 0.0239178 , 0.000584092 , 0.00283629, 0.000537781, 0.672763, 4.8342e-05 , -0.672763 , 0.000160211, 4.8342e-05 , -0.672763 , 0.000160211, 0.319722 , 0.548554 , 0.000298766, -4.81932 , 2.74322 , -1.04842, 0.217546, 786.986 , -56163.8 , -279.81, 0 , 0 , 32.4427, 0 , 1.45912e-05 , 0, -0.0551826 , 0 , -0.0514586, 315357 , 22907.6 , 157698, 1.3185e+07, 0, -0.0043575, 0, 3.83816e+07, 0, -0.0043575, 0, 5.56127e+07, 12370.3, 1325.5 , 0 , -60.2024, 18.8061, 7.83254e-05 , -0.00043559 , 2.61464, 1.27775, -1.57055, 47, 122, 18.8061, 2.09009e+07, 1, 0.31368, 0.00947656, -59911.67089, 0.485701, 0.829915, 3421.71, 1198.22, -2756.45, -2354.95, -1.42783, 1, 0.27117, -0.201767, -144080.3069, 0.454419, 0.750437, 12085.5, 2881.56, -8568.44, -8996.86, -2.09703, 1, 0.27021, 0.199406, -196938.5301, 0.432073, 0.763475, 2921.74, -3938.8, 1935.14, -4506.21, -0.370892, 24.5456, -56499.3, -400972, 315499, 96219.6, 157748
61.9917, -0.0127673 , 0.00038643 , -0.00025413, -0.0193365 , -0.00760706 , 0.000200601, 0.000572794, 0.694318, -0.0053066 , 0.694298 , 0.000742645, -0.0053066 , 0.694298 , 0.000742645, -0.330041 , -0.572761 , 0.00112024, -5.21753 , -2.9664 , -1.13645, 0.217814, -3544.26 , 49369.7 , -460.688, 0 , 0 , 32.4427, 0 , -1.51273e-05 , 0, -0.0550795 , 0 , -0.0513625, -254954 , -292108 , 11013.1, 1.3185e+07, 0, -0.0043575, 0, 3.83816e+07, 0, -0.0043575, 0, 5.56127e+07, 12370.3, 1325.5 , 0 , -60.2024, 18.8057, 0.000103439 , -0.000385565 , 2.61442, 3.00255, 1.56308, 47, 122, 18.8057, 2.09009e+07, 1, 0.31028, -0.0363912, -56646.88797, -0.448215, -0.761083, -3617.79, -1132.95, 2799.22, 2556.63, 1.59662, 1, 0.26859, 0.200445, -195816.8846, -0.457418, -0.784778, -12614.4, 0, 6346.18, 10901.7, 1.61047, 1, 0.27496, -0.18425, -148676.2542, -0.46427, -0.780835, -9192.88, -2973.57, 7194.72, 6448.81, 1.54577, -4286.58, 48948.5, -401154, -255083, -338277, 10951.2
62.9917, 0.0132922 , 6.76785e-06 , -8.58244e-05, 0.0257727 , -0.00799507 , 0.000158271, 0.000691774, 0.76303, -0.00627074 , -0.763004 , 5.08414e-05, -0.00627074 , -0.763004 , 5.08414e-05, 0.365693 , 0.625547 , 0.000105484, -6.25028 , 3.57079 , -1.36546, 0.218464, -7430.26 , -57015 , -149.76, 0 , 0 , 32.4427, 0 , 1.67918e-05 , 0, -0.055191 , 0 , -0.0514664, 339812 , -306815 , 8826.09, 1.3185e+07, 0, -0.0043575, 0, 3.83816e+07, 0, -0.0043575, 0, 5.56127e+07, 12370.3, 1325.5 , 0 , -60.2024, 18.806, 6.31021e-05 , -0.000411421 , 2.61432, 3.13349, -1.56258, 47, 122, 18.806, 2.09009e+07, 1, 0.31188, -0.00598208, -58953.53164, 0.496857, 0.851074, 2496.87, 1179.06, -2275.29, -1564.48, -1.05884, 1, 0.27184, -0.198264, -144801.3685, 0.49364, 0.843111, 5967.35, 2896, -5505.3, -3699.69, -1.03028, 1, 0.27044, 0.200815, -197164.8624, 0.491534, 0.844367, 9248.25, 0, -4653.5, -7992.19, -1.17266, -8181.99, -57346.2, -400841, 339957, -188477, 8898.13
63.9917, -0.0127683 , 7.09816e-05 , -5.2129e-05, -0.0243861 , -5.11202e-05 , 0.000965623, 0.000622925, 0.724065, 0.00690143 , 0.724032 , -0.000119992, 0.00690143 , 0.724032 , -0.000119992, -0.349206 , -0.59206 , -9.13386e-05, -2.62141 , -3.20533 , -0.0427472, 0.0163069, 4479.54 , 54436.4 , -50.1074, 0 , 0 , 32.4427, 0 , -1.58969e-05 , 0, -0.0550775 , 0 , -0.0513606, -321531 , -1994.16 , 53678.3, 1.3185e+07, 0, -0.0043575, 0, 3.83816e+07, 0, -0.0043575, 0, 5.56127e+07, 12370.3, 1325.5 , 0 , -60.2024, 18.806, -9.70718e-06 , -0.000404305 , 2.61435, -0.0173847, 1.56126, 47, 122, 18.806, 2.09009e+07, 1, 0.31124, -0.00601955, -58477.36801, -0.470765, -0.798147, -2984.98, -1169.56, 2512.64, 1991.14, 1.27612, 1, 0.26975, 0.192765, -195772.515, -0.472602, -0.803045, -10039.6, -3915.48, 8435.22, 6706.08, 1.28204, 1, 0.27265, -0.190679, -146451.7764, -0.474111, -0.802162, -7461.89, -2929.06, 6285.77, 4974.76, 1.27377, 3725.42, 54058, -400741, -321678, 27988.6, 53612.7
64.9917, 0.0135982 , 0.000134093 , -1.50635e-05, 0.0271435 , -0.00396038 , 0.000358418, 0.000567399, 0.691041, -0.00927396 , -0.690979 , 3.43918e-05, -0.00927396 , -0.690979 , 3.43918e-05, 0.331213 , 0.560404 , -0.000231481, -5.06432 , 2.87308 , 1.24899, -0.246626, -7420.57 , -59419.6 , 293.034, 0 , 0 , 32.4427, 0 , 1.48892e-05 , 0, -0.0551839 , 0 , -0.0514598, 357887 , -151995 , 19988.9, 1.3185e+07, 0, -0.0043575, 0, 3.83816e+07, 0, -0.0043575, 0, 5.56127e+07, 12370.3, 1325.5 , 0 , -60.2024, 18.8061, 0.000102266 , -0.000444174 , 2.61437, 3.13788, -1.55738, 47, 122, 18.8061, 2.09009e+07, 1, 0.31466, -0.0143028, -58766.58574, 0.460199, 0.78705, 2258.85, 1175.32, -2152.23, -1360.77, -0.960955, 1, 0.27074, -0.201814, -143689.98, 0.459564, 0.785673, 5573.51, 2873.76, -5287.77, -3370.75, -0.969723, 1, 0.27046, 0.206257, -197986.446, 0.459347, 0.785848, 7545.82, 3959.68, -7218.57, -4528.87, -0.952832, -8186.37, -59764.4, -400395, 358030, -182084, 20047.2
65.9917, -0.0129594 , -0.000101049 , 3.15739e-05, -0.025813 , -0.00188289 , -0.000163179, 0.000689943, 0.76202, -0.00130879 , 0.762019 , -0.000336799, -0.00130879 , 0.762019 , -0.000336799, -0.36714 , -0.623229 , -0.000331436, -2.86815 , -3.55066 , 0.437122, -0.152406, -7424.19 , 57445.9 , -123.435, 0 , 0 , 32.4427, 0 , -1.73073e-05 , 0, -0.055075 , 0 , -0.0513582, -340344 , -72250.6 , -9047.43, 1.3185e+07, 0, -0.0043575, 0, 3.83816e+07, 0, -0.0043575, 0, 5.56127e+07, 12370.3, 1325.5 , 0 , -60.2024, 18.8061, -0.000109568 , -0.00039638 , 2.61434, -2.88972, 1.56902, 47, 122, 18.8061, 2.09009e+07, 1, 0.31038, 0.00695916, -59233.24175, -0.491247, -0.840223, -2601.36, -1184.67, 2332.69, 1651.99, 1.09793, 1, 0.2713, 0.192976, -196772.1023, -0.490038, -0.837338, -8936.61, -3935.45, 7897.56, 5742.76, 1.1354, 1, 0.2712, -0.19594, -144794.0929, -0.489319, -0.837706, -6275.15, -2895.89, 5660.03, 3965.82, 1.08346, -8174.95, 57107.1, -400815, -340499, -135490, -9119.43
66.9917, 0.012645 , -0.000432047 , -0.000160521, 0.0303459 , 0.00598247 , 0.00154706, 0.000469673, 0.62872, 0.0118489 , -0.628603 , -0.00263115, 0.0118489 , -0.628603 , -0.00263115, 0.287501 , 0.516071 , -0.00296006, -1.95186 , 2.34637 , 1.02864, -0.527006, 929.546 , -56348 , 545.717, 0 , 0 , 32.4427, 0 , 1.28475e-05 , 0, -0.0551789 , 0 , -0.0514552, 400112 , 229708 , 85885.8, 1.3185e+07, 0, -0.0043575, 0, 3.83816e+07, 0, -0.0043575, 0, 5.56127e+07, 12370.3, 1325.5 , 0 , -60.2024, 18.8064, -5.74632e-05 , -0.000425575 , 2.61432, -0.218514, -1.55149, 47, 122, 18.8064, 2.09009e+07, 1, 0.31233, 0.0374497, -61246.85709, 0.422872, 0.732147, 2934.65, -1224.95, -418.075, -3152.44, -1.19786, 1, 0.27309, -0.199293, -145642.1056, 0.416921, 0.717258, 7073.26, 0, -3559.13, -6112.59, -1.21415, 1, 0.26818, 0.178875, -193194.9391, 0.412818, 0.719621, 7965.5, -3863.94, -668.932, -8827.89, -1.03075, 168.18, -56629, -400145, 400246, 260248, 85932.6
