Time, P, Q, R, Pdot, Qdot, Rdot, QBar, Vtotal, UBody, VBody, WBody, UAero, VAero, WAero, Vn, Ve, Vd, Drag, Side, Lift, L/D, Xforce, Yforce, Zforce, Altitude, Phi, Tht, Psi, Alpha, Beta, Latitude (Deg), Longitude (Deg), Distance AGL, Runway Radius
0, 0 , 0 , 0, 0 , 2.24949e-32 , -4.12919e-32, 0.0629882, 23976.6100711, 23976.6100711 , 0 , 0, 23976.6100711 , 0 , 0, 0.0054377728042 , 23976.6100711 , 0, -6.29881762426e-06 , 0 , 0, 0, -6.29881762426e-06 , 0 , 0, 918720, 0 , 0 , 1.5707961, 0, 0, 28.5999961137, -80.4999890614, 918720, 20925650
0.991666, 3.27022e-26 , 3.71833e-33 , 6.7812e-33, -8.65955e-26 , -8.39705e-33 , -2.05689e-32, 0.0629882, 23976.6102056, 23976.5956984 , 1.71787249841 , 26.3194644376, 23976.5956984 , 1.71787249841 , 26.3194644376, -15.9270173094 , 23976.6049144 , 0.00248010309754, -6.29881769426e-06 , 0 , 0, 0, -6.29881394638e-06 , -4.47535923148e-10 , -6.85668219506e-09, 918720.108414, -3.62561835319e-08 , 0.00109761006916 , 1.57139453609, 0.0628944015822, 0.00410511927988, 28.5999750765, -80.4283607776, 918720.108414, 20925650
1.99167, 4.33718e-26 , 4.25502e-33 , 1.02427e-32, -8.65955e-26 , -8.35854e-33 , -2.0646e-32, 0.0629882, 23976.6103757, 23976.552347 , 3.43574071408 , 52.6388969933, 23976.552347 , 3.43574071408 , 52.6388969933, -31.9933182944 , 23976.5890289 , 0.00498061085829, -6.29881778346e-06 , 0 , 0, 0, -6.29880266571e-06 , -8.98831544703e-10 , -1.37709753711e-08, 918720.214327, -1.51154010723e-07 , 0.00219522013449 , 1.5719929707, 0.12578880284, 0.00821022828832, 28.5999118988, -80.3567325545, 918720.214327, 20925650
2.99167, 3.64867e-26 , 9.49804e-34 , 1.34398e-32, 2.75296e-25 , 8.39705e-33 , 9.90698e-32, 0.0629882, 23976.6105814, 23976.4800169 , 5.15360025543 , 78.9582659736, 23976.4800169 , 5.15360025543 , 78.9582659736, -48.0595379588 , 23976.5624134 , 0.00748067689004, -6.29881789137e-06 , 0 , 0, 0, -6.29878378151e-06 , -1.35012490547e-09 , -2.06852520435e-08, 918720.31774, -3.44694032369e-07 , 0.0032928301921 , 1.57259140235, 0.188683204513, 0.0123153165338, 28.5998065808, -80.2851044529, 918720.31774, 20925650
3.99167, 2.31769e-26 , -9.22905e-33 , 2.65746e-32, -7.86791e-26 , -7.29927e-32 , 1.0115e-31, 0.0629882, 23976.6108226, 23976.3787083 , 6.8714467309 , 105.277539685, 23976.3787083 , 6.8714467309 , 105.277539685, -64.1256353119 , 23976.5250681 , 0.0099802978209, -6.29881801798e-06 , 0 , 0, 0, -6.29875729378e-06 , -1.80141485376e-09 , -2.7599503917e-08, 918720.418653, -6.16877166749e-07 , 0.00439044023812 , 1.57318982955, 0.251577607338, 0.0164203735247, 28.5996591227, -80.2134765336, 918720.418653, 20925650
4.99166, 1.21694e-26 , -3.97929e-33 , 1.23664e-32, -7.91638e-27 , 1.9606e-32 , -3.9289e-32, 0.0629882, 23976.6110995, 23976.2484212 , 8.58927574897 , 131.596686435, 23976.2484212 , 8.58927574897 , 131.596686435, -80.1915693641 , 23976.4769933 , 0.0124794702795, -6.2988181633e-06 , 0 , 0, 0, -6.29872320257e-06 , -2.25270023789e-09 , -3.45137226963e-08, 918720.517067, -9.67704699645e-07 , 0.00548805026866 , 1.5737882508, 0.314472012053, 0.0205253887697, 28.5994695249, -80.1418488574, 918720.517067, 20925650
5.99166, 2.02258e-26 , -5.5929e-33 , 1.86789e-32, 8.64339e-26 , -2.53838e-32 , 8.25068e-32, 0.0629882, 23976.611412, 23976.0891558 , 10.3070829181 , 157.915674529, 23976.0891558 , 10.3070829181 , 157.915674529, -96.2572991275 , 23976.4181896 , 0.0149781908955, -6.29881832732e-06 , 0 , 0, 0, -6.29868150791e-06 , -2.70397990622e-09 , -4.14279000863e-08, 918720.612981, -1.39717828435e-06 , 0.00658566027985 , 1.57438666463, 0.377366419397, 0.0246303517774, 28.599237788, -80.0702214849, 918720.612981, 20925650
6.99166, 2.20676e-26 , -4.47425e-33 , 1.73918e-32, 1.80946e-25 , 8.35854e-33 , 5.98579e-32, 0.0629882, 23976.61176, 23975.9009122 , 12.0248638469 , 184.234472276, 23975.9009122 , 12.0248638469 , 184.234472276, -112.322783616 , 23976.3486573 , 0.0174764562983, -6.29881851003e-06 , 0 , 0, 0, -6.29863220986e-06 , -3.15525270706e-09 , -4.83420277917e-08, 918720.706398, -1.9052999417e-06 , 0.00768327026781 , 1.57498506954, 0.440260830109, 0.0287352520565, 28.5989639125, -79.9985944771, 918720.706398, 20925650
7.99166, -1.00436e-26 , -8.16658e-33 , 1.08218e-32, -7.88407e-26 , -6.17068e-32 , 8.04268e-32, 0.0629882, 23976.6121437, 23975.6836908 , 13.7426141439 , 210.553047982, 23975.6836908 , 13.7426141439 , 210.553047982, -128.387981847 , 23976.2683972 , 0.019974263119, -6.29881871145e-06 , 0 , 0, 0, -6.29857530847e-06 , -3.6065174888e-09 , -5.52560975175e-08, 918720.797316, -2.49207206009e-06 , 0.00878088022865 , 1.57558346404, 0.503155244925, 0.0328400791158, 28.598647899, -79.9269678945, 918720.797316, 20925650
8.99166, -1.14101e-26 , 6.24964e-34 , -5.87537e-33, -7.75482e-27 , 5.33483e-32 , -1.01073e-31, 0.0629882, 23976.6125629, 23975.4374918 , 15.4603294178 , 236.871369954, 23975.4374918 , 15.4603294178 , 236.871369954, -144.452852839 , 23976.1774099 , 0.0224716079883, -6.29881893157e-06 , 0 , 0, 0, -6.29851080381e-06 , -4.05777309978e-09 , -6.21701009685e-08, 918720.885737, -3.15749739552e-06 , 0.0098784901585 , 1.57618184666, 0.566049664584, 0.0369448224644, 28.5982897485, -79.855341798, 918720.885737, 20925650
9.99166, -1.55944e-26 , 1.25179e-32 , -2.94218e-32, -1.56712e-26 , 6.17068e-32 , -1.19639e-31, 0.0629882, 23976.6130177, 23975.1623155 , 17.1780052773 , 263.189406502, 23975.1623155 , 17.1780052773 , 263.189406502, -160.517355615 , 23976.0756962 , 0.0249684875391, -6.29881917038e-06 , 0 , 0, 0, -6.29843869596e-06 , -4.50901838841e-09 , -6.908402985e-08, 918720.97166, -3.90157907167e-06 , 0.0109761000535 , 1.57678021589, 0.628944089824, 0.0410494716113, 28.5978894618, -79.7837162484, 918720.97166, 20925650
10.9917, -4.72559e-27 , 1.25721e-32 , -2.5012e-32, 0 , -1.12474e-32 , 2.05689e-32, 0.0629882, 23976.6135082, 23974.8581622 , 18.8956373312 , 289.507125932, 23974.8581622 , 18.8956373312 , 289.507125932, -176.581449201 , 23975.9632571 , 0.0274648984029, -6.2988194279e-06 , 0 , 0, 0, -6.29835898501e-06 , -4.96025220309e-09 , -7.59978758669e-08, 918721.055087, -4.72432057984e-06 , 0.0120737099097 , 1.57737857027, 0.691838521382, 0.0451540160659, 28.5974470399, -79.7120913063, 918721.055087, 20925650
11.9917, -1.17359e-26 , 2.17839e-32 , -4.48112e-32, 8.65955e-26 , 1.95674e-32 , 0, 0.0629882, 23976.6140341, 23974.5250323 , 20.6132211883 , 315.824496553, 23974.5250323 , 20.6132211883 , 315.824496553, -192.645092627 , 23975.8400936 , 0.0299608372135, -6.2988197041e-06 , 0 , 0, 0, -6.29827167104e-06 , -5.41147339225e-09 , -8.29116307246e-08, 918721.136018, -5.62572577913e-06 , 0.0131713197233 , 1.57797690829, 0.754732959997, 0.0492584453378, 28.596962484, -79.6404670325, 918721.136018, 20925650
12.9917, -3.16601e-26 , 2.4042e-32 , -5.72168e-32, -1.56712e-26 , 8.41246e-32 , -1.60777e-31, 0.0629882, 23976.6145957, 23974.1629262 , 22.3307524577 , 342.141486675, 23974.1629262 , 22.3307524577 , 342.141486675, -208.708244929 , 23975.7062066 , 0.0324563006044, -6.29881999901e-06 , 0 , 0, 0, -6.29817675418e-06 , -5.86268080435e-09 , -8.98252861283e-08, 918721.214453, -6.6057988964e-06 , 0.0142689294903 , 1.57857522847, 0.817627406406, 0.0533627489366, 28.5964357953, -79.5688434877, 918721.214453, 20925650
13.9917, -2.69426e-26 , 2.37724e-32 , -5.4776e-32, -2.75296e-25 , 1.42134e-32 , -1.40131e-31, 0.0629882, 23976.6151929, 23973.7718443 , 24.0482267484 , 368.458064607, 23973.7718443 , 24.0482267484 , 368.458064607, -224.770865145 , 23975.5615976 , 0.0349512852106, -6.2988203126e-06 , 0 , 0, 0, -6.29807423452e-06 , -6.31387328786e-09 , -9.67388337834e-08, 918721.290393, -7.6645445264e-06 , 0.015366539207 , 1.57917352932, 0.880521861347, 0.0574669163724, 28.5958669751, -79.4972207327, 918721.290393, 20925650
14.9917, -1.74456e-26 , 2.20959e-32 , -4.77611e-32, -8.64339e-26 , 2.92741e-33 , -4.12919e-32, 0.0629882, 23976.6158256, 23973.3517872 , 25.7656396695 , 394.774198659, 23973.3517872 , 25.7656396695 , 394.774198659, -240.832912321 , 23975.4062676 , 0.0374457876668, -6.29882064489e-06 , 0 , 0, 0, -6.29796411219e-06 , -6.7650496913e-09 , -1.03652265396e-07, 918721.363838, -8.80196763174e-06 , 0.0164641488694 , 1.57977180936, 0.943416325558, 0.0615709371554, 28.595256025, -79.4255988282, 918721.363838, 20925650
15.9917, -1.35211e-26 , 2.20955e-32 , -4.61343e-32, -1.80946e-25 , 1.42134e-32 , -1.00919e-31, 0.0629882, 23976.6164939, 23972.9027552 , 27.4829868305 , 421.089857141, 23972.9027552 , 27.4829868305 , 421.089857141, -256.894345508 , 23975.2402181 , 0.0399398046092, -6.29882099586e-06 , 0 , 0, 0, -6.29784638733e-06 , -7.2162088632e-09 , -1.1056557267e-07, 918721.434788, -1.00180735431e-05 , 0.0175617584736 , 1.5803700671, 1.00631079977, 0.0656748007961, 28.5946029463, -79.3539778348, 918721.434788, 20925650
16.9917, 1.63013e-26 , 3.04759e-32 , -4.9167e-32, 1.02105e-25 , -4.20238e-32 , 1.19331e-31, 0.0629882, 23976.6171977, 23972.4247491 , 29.2002638407 , 447.405008365, 23972.4247491 , 29.2002638407 , 447.405008365, -272.955123761 , 23975.0634505 , 0.0424333326741, -6.29882136553e-06 , 0 , 0, 0, -6.29772106007e-06 , -7.66734965213e-09 , -1.17478747314e-07, 918721.503246, -1.13128679591e-05 , 0.0186593680157 , 1.58096830106, 1.06920528474, 0.0697784968053, 28.5939077409, -79.2823578133, 918721.503246, 20925650
17.9917, 2.80977e-27 , 3.66142e-32 , -6.60067e-32, 8.64339e-26 , 5.32712e-32 , -6.19379e-32, 0.0629882, 23976.6179372, 23971.9177693 , 30.9174663097 , 473.719620642, 23971.9177693 , 30.9174663097 , 473.719620642, -289.015206144 , 23974.8759665 , 0.0449263684989, -6.29882175388e-06 , 0 , 0, 0, -6.29758813057e-06 , -8.11847090671e-09 , -1.24391781032e-07, 918721.569209, -1.26863569467e-05 , 0.019756977492 , 1.58156650974, 1.13209978118, 0.0738820146942, 28.5931704105, -79.2107388244, 918721.569209, 20925650
18.9917, -6.59698e-29 , 3.68838e-32 , -6.76913e-32, -1.80946e-25 , 1.42134e-32 , -1.00842e-31, 0.0629882, 23976.6187122, 23971.3818164 , 32.6345898471 , 500.033662284, 23971.3818164 , 32.6345898471 , 500.033662284, -305.074551728 , 23974.6777677 , 0.0474189087208, -6.29882216091e-06 , 0 , 0, 0, -6.29744759899e-06 , -8.56957147556e-09 , -1.31304665531e-07, 918721.63268, -1.4138546941e-05 , 0.0208545868984 , 1.58216469167, 1.19499428984, 0.0779853439742, 28.592390957, -79.1391209287, 918721.63268, 20925650
19.9917, 2.22184e-26 , 3.22965e-32 , -5.00754e-32, -9.45118e-26 , 2.24949e-32 , -8.02728e-32, 0.0629882, 23976.6195227, 23970.8168912 , 34.3516300628 , 526.347101605, 23970.8168912 , 34.3516300628 , 526.347101605, -321.133119589 , 23974.4688559 , 0.04991094998, -6.29882258663e-06 , 0 , 0, 0, -6.29729946549e-06 , -9.02065020738e-09 , -1.38217392517e-07, 918721.693659, -1.56694447453e-05 , 0.0219521962311 , 1.58276284534, 1.25788881145, 0.0820884741572, 28.5915693823, -79.0675041869, 918721.693659, 20925650
20.9917, 2.7395e-26 , 2.77863e-32 , -3.96684e-32, -1.80946e-25 , -4.19468e-32 , 2.38815e-33, 0.0629882, 23976.6203688, 23970.2229943 , 36.068582567 , 552.659906918, 23970.2229943 , 36.068582567 , 552.659906918, -337.190868812 , 23974.2492329 , 0.0524024889132, -6.29882303102e-06 , 0 , 0, 0, -6.29714373025e-06 , -9.47170595089e-09 , -1.45129953696e-07, 918721.752146, -1.72790575316e-05 , 0.0230498054862 , 1.58336096929, 1.32078334675, 0.0861913947554, 28.5907056886, -78.9958886596, 918721.752146, 20925650
21.9917, 1.99269e-26 , 3.37988e-32 , -5.37745e-32, -7.88407e-26 , -5.01512e-32 , 5.95498e-32, 0.0629882, 23976.6212505, 23969.6001264 , 37.7854429696 , 578.972046538, 23969.6001264 , 37.7854429696 , 578.972046538, -353.247758491 , 23974.0189006 , 0.0548935221624, -6.29882349409e-06 , 0 , 0, 0, -6.29698039346e-06 , -9.92273755485e-09 , -1.52042340776e-07, 918721.808142, -1.89673928403e-05 , 0.0241474146598 , 1.58395906202, 1.38367789649, 0.0902940952815, 28.589799878, -78.9242744075, 918721.808142, 20925650
22.9917, 3.29755e-26 , 2.95248e-32 , -4.05601e-32, -9.43503e-26 , -1.12474e-32 , -1.82578e-32, 0.0629882, 23976.6221676, 23968.9482882 , 39.5022068811 , 605.283488779, 23968.9482882 , 39.5022068811 , 605.283488779, -369.303747726 , 23973.7778611 , 0.0573840463686, -6.29882397584e-06 , 0 , 0, 0, -6.29680945532e-06 , -1.03737438681e-08 , -1.58954545462e-07, 918721.861647, -2.07344585804e-05 , 0.0252450237481 , 1.58455712205, 1.44657246138, 0.0943965652483, 28.5888519529, -78.8526614913, 918721.861647, 20925650
23.9917, 4.10265e-26 , 2.10722e-32 , -2.1736e-32, 0 , 3.37423e-32 , -6.18609e-32, 0.0629882, 23976.6231204, 23968.2674807 , 41.2188699121 , 631.594201959, 23968.2674807 , 41.2188699121 , 631.594201959, -385.358795629 , 23973.5261166 , 0.0598740581726, -6.29882447626e-06 , 0 , 0, 0, -6.29663091602e-06 , -1.08247237394e-08 , -1.65866559463e-07, 918721.912661, -2.25802630297e-05 , 0.0263426327471 , 1.58515514789, 1.50946704218, 0.0984987941695, 28.5878619157, -78.7810499715, 918721.912661, 20925650
24.9917, 5.10498e-26 , 3.1747e-32 , -3.71884e-32, 1.73191e-25 , 5.04594e-33 , 6.19379e-32, 0.0629882, 23976.6241086, 23967.5577045 , 42.9354276732 , 657.904154393, 23967.5577045 , 42.9354276732 , 657.904154393, -401.41286132 , 23973.2636693 , 0.0623635542161, -6.29882499536e-06 , 0 , 0, 0, -6.29644477579e-06 , -1.12756760178e-08 , -1.72778374486e-07, 918721.961186, -2.45048148348e-05 , 0.0274402416529 , 1.58575313806, 1.57236163961, 0.102600771559, 28.5868297689, -78.7094399087, 918721.961186, 20925650
25.9917, 5.45234e-26 , 3.48173e-32 , -4.13831e-32, 1.02105e-25 , 1.43674e-32 , 1.56386e-32, 0.0629883, 23976.6251324, 23966.8189606 , 44.6518757755 , 684.213314401, 23966.8189606 , 44.6518757755 , 684.213314401, -417.465903927 , 23972.9905214 , 0.0648525311427, -6.29882553312e-06 , 0 , 0, 0, -6.29625103485e-06 , -1.17265995522e-08 , -1.79689982238e-07, 918722.007222, -2.65081230116e-05 , 0.0285378504618 , 1.58635109107, 1.63525625442, 0.106702486931, 28.5857555151, -78.6378313635, 918722.007222, 20925650
26.9917, 8.4996e-26 , 3.60181e-32 , -3.10749e-32, -7.86791e-26 , -4.99971e-32 , 5.93957e-32, 0.0629883, 23976.6261917, 23966.0512499 , 46.36820983 , 710.5216503, 23966.0512499 , 46.36820983 , 710.5216503, -433.517882591 , 23972.7066755 , 0.0673409855974, -6.29882608954e-06 , 0 , 0, 0, -6.29604969342e-06 , -1.21774931916e-08 , -1.86601374427e-07, 918722.050769, -2.85901969446e-05 , 0.0296354591697 , 1.58694900544, 1.69815088733, 0.1108039298, 28.5846391571, -78.5662243965, 918722.050769, 20925650
27.9917, 8.71569e-26 , 3.2095e-32 , -2.2995e-32, 2.75296e-25 , 8.08891e-33 , 9.79913e-32, 0.0629883, 23976.6272866, 23965.2545732 , 48.0844254482 , 736.829130411, 23965.2545732 , 48.0844254482 , 736.829130411, -449.568756462 , 23972.412134 , 0.0698289142216, -6.29882666463e-06 , 0 , 0, 0, -6.29584075176e-06 , -1.26283557851e-08 , -1.9351254276e-07, 918722.091828, -3.07510463881e-05 , 0.0307330677727 , 1.58754687968, 1.76104553909, 0.114905089683, 28.5834806977, -78.4946190682, 918722.091828, 20925650
28.9917, 8.80656e-26 , 3.26182e-32 , -2.35714e-32, 3.6173e-25 , 2.74252e-32 , 9.79143e-32, 0.0629883, 23976.6284169, 23964.4289317 , 49.8005182416 , 763.135723054, 23964.4289317 , 49.8005182416 , 763.135723054, -465.618484701 , 23972.1068996 , 0.072316313661, -6.29882725838e-06 , 0 , 0, 0, -6.2956242101e-06 , -1.30791861819e-08 , -2.00423478948e-07, 918722.130399, -3.29906814655e-05 , 0.0318306762671 , 1.58814471232, 1.82394021042, 0.119005956094, 28.5822801399, -78.4230154393, 918722.130399, 20925650
29.9917, 7.61278e-26 , 3.06342e-32 , -2.48137e-32, -2.75296e-25 , 1.44445e-32 , -1.39052e-31, 0.0629883, 23976.6295828, 23963.5743261 , 51.516483822 , 789.441396552, 23963.5743261 , 51.516483822 , 789.441396552, -481.66702648 , 23971.790975 , 0.0748031805621, -6.29882787078e-06 , 0 , 0, 0, -6.29540006872e-06 , -1.3529983231e-08 , -2.07334174697e-07, 918722.166483, -3.53091126698e-05 , 0.0329282846489 , 1.58874250185, 1.88683490206, 0.123106518551, 28.5810374867, -78.3514135701, 918722.166483, 20925650
30.9917, 6.25043e-26 , 2.86533e-32 , -2.67557e-32, 8.65955e-26 , 4.17542e-32 , -4.12149e-32, 0.0629883, 23976.6307842, 23962.6907577 , 53.2323178016 , 815.746119228, 23962.6907577 , 53.2323178016 , 815.746119228, -497.714340983 , 23971.4643629 , 0.0772895115714, -6.29882850184e-06 , 0 , 0, 0, -6.29516832788e-06 , -1.39807457818e-08 , -2.14244621716e-07, 918722.20008, -3.77063508638e-05 , 0.0340258929142 , 1.58934024681, 1.94972961475, 0.127206766571, 28.5797527413, -78.2798135212, 918722.20008, 20925650
31.9917, 6.25717e-26 , 2.76486e-32 , -2.48849e-32, 1.73191e-25 , 6.10135e-32 , -4.12149e-32, 0.0629883, 23976.632021, 23961.7782274 , 54.9480157927 , 842.049859405, 23961.7782274 , 54.9480157927 , 842.049859405, -513.760387407 , 23971.1270663 , 0.0797753033368, -6.29882915155e-06 , 0 , 0, 0, -6.29492898786e-06 , -1.44314726836e-08 , -2.21154811716e-07, 918722.231192, -4.01824072801e-05 , 0.035123501059 , 1.58993794571, 2.01262434923, 0.13130668967, 28.578425907, -78.208215353, 918722.231192, 20925650
32.9917, 6.38964e-26 , 2.71643e-32 , -2.34578e-32, -1.55096e-26 , 3.84801e-32 , -7.69602e-32, 0.0629883, 23976.6332934, 23960.8367365 , 56.6635734078 , 868.35258541, 23960.8367365 , 56.6635734078 , 868.35258541, -529.80512496 , 23970.7790881 , 0.0822605525055, -6.2988298199e-06 , 0 , 0, 0, -6.29468204895e-06 , -1.48821627858e-08 , -2.28064736405e-07, 918722.259818, -4.27372935213e-05 , 0.0362211090796 , 1.59053559706, 2.07551910622, 0.135406277368, 28.5770569871, -78.1366191262, 918722.259818, 20925650
33.9917, 6.61919e-26 , 2.80765e-32 , -2.4191e-32, -2.75296e-25 , -4.17156e-32 , -3.55912e-32, 0.0629883, 23976.6346012, 23959.8662859 , 58.3789862599 , 894.654265568, 23959.8662859 , 58.3789862599 , 894.654265568, -545.848512864 , 23970.4204315 , 0.0847452557263, -6.2988305069e-06 , 0 , 0, 0, -6.29442751143e-06 , -1.53328149378e-08 , -2.34974387493e-07, 918722.285958, -4.53710215603e-05 , 0.037318716972 , 1.59113319939, 2.13841388645, 0.139505519184, 28.5756459851, -78.065024901, 918722.285958, 20925650
34.9917, 6.21274e-26 , 2.89586e-32 , -2.74631e-32, -2.75296e-25 , -1.91823e-32 , -7.6729e-32, 0.0629883, 23976.6359445, 23958.866877 , 60.0942499621 , 920.954868207, 23958.866877 , 60.0942499621 , 920.954868207, -561.890510354 , 23970.0510996 , 0.087229409648, -6.29883121254e-06 , 0 , 0, 0, -6.29416537563e-06 , -1.57834279892e-08 , -2.41883756691e-07, 918722.309615, -4.80836037402e-05 , 0.0384163247324 , 1.5917307512, 2.20130869067, 0.143604404637, 28.5741929047, -77.9934327379, 918722.309615, 20925650
35.9917, 4.97399e-26 , 2.13114e-32 , -1.84761e-32, -1.73029e-25 , -3.8326e-32 , 0, 0.0629883, 23976.6373233, 23957.8385108 , 61.8093601277 , 947.254361657, 23957.8385108 , 61.8093601277 , 947.254361657, -577.93107668 , 23969.6710957 , 0.0897130109226, -6.29883193682e-06 , 0 , 0, 0, -6.29389564184e-06 , -1.62340007896e-08 , -2.48792835708e-07, 918722.330788, -5.08750527748e-05 , 0.0395139323567 , 1.59232825102, 2.26420351961, 0.147702923247, 28.5726977495, -77.9218426973, 918722.330788, 20925650
36.9917, 3.4548e-26 , 2.7761e-32 , -3.64752e-32, 1.02105e-25 , -3.03912e-32 , 9.71439e-32, 0.0629883, 23976.6387375, 23956.7811887 , 63.5243123706 , 973.552714249, 23956.7811887 , 63.5243123706 , 973.552714249, -593.970171103 , 23969.2804232 , 0.0921960562001, -6.29883267973e-06 , 0 , 0, 0, -6.2936183104e-06 , -1.66845321886e-08 , -2.55701616255e-07, 918722.349477, -5.37453817485e-05 , 0.0406115398411 , 1.59292569737, 2.32709837399, 0.151801064535, 28.5711605234, -77.8502548396, 918722.349477, 20925650
37.9917, 5.98548e-26 , 3.1417e-32 , -3.29218e-32, 2.75296e-25 , -2.58845e-32 , 1.58928e-31, 0.0629883, 23976.6401872, 23955.694912 , 65.2391023047 , 999.849894313, 23955.694912 , 65.2391023047 , 999.849894313, -610.007752902 , 23968.8790855 , 0.0946785421319, -6.29883344126e-06 , 0 , 0, 0, -6.29333338164e-06 , -1.71350210361e-08 , -2.62610090043e-07, 918722.365684, -5.66946041167e-05 , 0.0417091471818 , 1.59352308876, 2.38999325456, 0.155898818024, 28.5695812302, -77.7786692252, 918722.365684, 20925650
38.9917, 4.71415e-26 , 3.0421e-32 , -3.62466e-32, 8.65955e-26 , 7.81928e-33 , 2.0646e-32, 0.0629883, 23976.6416724, 23954.5796819 , 66.9537255444 , 1026.14587018, 23954.5796819 , 66.9537255444 , 1026.14587018, -626.043781368 , 23968.4670862 , 0.0971604653712, -6.29883422143e-06 , 0 , 0, 0, -6.2930408559e-06 , -1.75854661818e-08 , -2.69518248785e-07, 918722.379408, -5.97227337059e-05 , 0.0428067543748 , 1.59412042372, 2.45288816204, 0.159996173235, 28.567959874, -77.7070859143, 918722.379408, 20925650
39.9917, 3.73793e-26 , 3.50269e-32 , -4.86406e-32, 9.43503e-26 , -3.37423e-32 , 9.99943e-32, 0.0629884, 23976.643193, 23953.4354999 , 68.6681777043 , 1052.44061019, 23953.4354999 , 68.6681777043 , 1052.44061019, -642.07821581 , 23968.0444289 , 0.0996418225709, -6.29883502022e-06 , 0 , 0, 0, -6.29274073353e-06 , -1.80358664757e-08 , -2.7642608419e-07, 918722.390651, -6.28297847139e-05 , 0.0439043614161 , 1.59471770076, 2.51578309717, 0.164093119691, 28.5662964589, -77.6355049673, 918722.390651, 20925650
40.9917, 2.87884e-26 , 3.11156e-32 , -4.49409e-32, -8.65955e-26 , -4.1523e-32 , 4.12919e-32, 0.0629884, 23976.644749, 23952.2623673 , 70.3824543994 , 1078.73408268, 23952.2623673 , 70.3824543994 , 1078.73408268, -658.111015551 , 23967.6111174 , 0.102122610385, -6.29883583762e-06 , 0 , 0, 0, -6.29243301489e-06 , -1.84862207677e-08 , -2.83333587973e-07, 918722.399412, -6.601577171e-05 , 0.045001968302 , 1.5953149184, 2.57867806067, 0.168189646918, 28.5645909891, -77.5639264446, 918722.399412, 20925650
41.9916, 2.88571e-26 , 2.49578e-32 , -3.36229e-32, -2.6738e-25 , -2.67704e-32 , -5.86253e-32, 0.0629884, 23976.6463405, 23951.0602854 , 72.096551245 , 1105.02625599, 23951.0602854 , 72.096551245 , 1105.02625599, -674.14213993 , 23967.1671555 , 0.104602825472, -6.29883667364e-06 , 0 , 0, 0, -6.29211770035e-06 , -1.89365279081e-08 , -2.90240751845e-07, 918722.405694, -6.92807096353e-05 , 0.0460995750284 , 1.59591207516, 2.64157305329, 0.172285744438, 28.562843469, -77.4923504062, 918722.405694, 20925650
42.9916, 2.80856e-26 , 2.17248e-32 , -2.80094e-32, -1.88701e-25 , -2.24949e-32 , -3.45897e-32, 0.0629884, 23976.6479673, 23949.8292559 , 73.8104638569 , 1131.31709844, 23949.8292559 , 73.8104638569 , 1131.31709844, -690.171548303 , 23966.7125471 , 0.107082464486, -6.29883752826e-06 , 0 , 0, 0, -6.29179479029e-06 , -1.93867867469e-08 , -2.97147567519e-07, 918722.409495, -7.26246138027e-05 , 0.0471971815915 , 1.59650916956, 2.70446807574, 0.176381401779, 28.5610539031, -77.4207769126, 918722.409495, 20925650
43.9916, 3.56937e-26 , 1.84931e-32 , -1.90288e-32, 1.73029e-25 , 2.66164e-32 , 2.0646e-32, 0.0629884, 23976.6496296, 23948.5692802 , 75.524187851 , 1157.60657839, 23948.5692802 , 75.524187851 , 1157.60657839, -706.199200044 , 23966.2472963 , 0.109561524078, -6.2988384015e-06 , 0 , 0, 0, -6.29146428509e-06 , -1.98369961344e-08 , -3.04054026708e-07, 918722.410817, -7.60474998975e-05 , 0.0482947879874 , 1.59710620013, 2.76736312876, 0.180476608466, 28.5592222958, -77.3492060238, 918722.410817, 20925650
44.9916, 3.14312e-26 , 1.31727e-32 , -1.09707e-32, 2.75134e-25 , -3.58223e-33 , 1.16865e-31, 0.0629884, 23976.6513273, 23947.2803598 , 77.2377188437 , 1183.89466418, 23947.2803598 , 77.2377188437 , 1183.89466418, -722.225054543 , 23965.7714072 , 0.112040000909, -6.29883929333e-06 , 0 , 0, 0, -6.29112618516e-06 , -2.02871549211e-08 , -3.10960121127e-07, 918722.40966, -7.95493839771e-05 , 0.0493923942122 , 1.59770316537, 2.83025821309, 0.184571354026, 28.5573486519, -77.2776378002, 918722.40966, 20925650
45.9916, 2.89378e-26 , 1.16105e-32 , -9.10579e-33, 1.80784e-25 , 5.26164e-32 , -2.41126e-32, 0.0629884, 23976.6530604, 23945.9624963 , 78.9510524517 , 1210.18132415, 23945.9624963 , 78.9510524517 , 1210.18132415, -738.249071208 , 23965.2848841 , 0.114517891641, -6.29884020376e-06 , 0 , 0, 0, -6.2907804909e-06 , -2.07372619573e-08 , -3.1786584249e-07, 918722.406025, -8.31302824717e-05 , 0.0504900002619 , 1.59830006383, 2.89315332944, 0.188665627989, 28.5554329761, -77.2060723017, 918722.406025, 20925650
